slope_angle,altitude_change,weather_severity,trail_difficulty,path_width_m,visibility_km,risk_level
2.1925986628904743,129.8656761825365,1,1,2.4316157989134277,18.814557087311755,Safe
2.4829758410291722,-86.11196706482578,1,2,2.346470190996065,5.317220245046601,Safe
0.8309311374639017,-130.14341162565893,1,2,3.7734314483329134,15.210717901992595,Safe
5.904456852480424,-72.80356121918024,2,2,4.625014826703826,17.76697440233309,Safe
0.6521259301918791,-127.40063616139037,1,2,2.7481627274966356,13.568489776141591,Safe
6.243936385547884,-180.2983520289624,1,1,3.5712588461529116,6.52507854355574,Safe
12.501878306828395,-179.2152534139583,2,1,2.2973394247396266,17.653624273966294,Safe
13.539797158914256,191.8282722346371,2,1,4.338432622313986,14.637249139933214,Safe
11.684945318671934,-146.17911663474118,2,2,3.5426686105712433,17.863582161838366,Safe
6.941990483902738,-45.96420155985862,2,2,2.7993899525025383,7.096526164309353,Safe
7.1681591103561875,-33.244252562046,1,2,3.102535430345384,10.495886747393712,Safe
4.912433466188181,-48.21436810922842,2,1,2.8906294237138557,19.232868900730104,Safe
13.745220293072668,-7.635828679968569,1,2,3.6063043694900094,17.728407331604366,Safe
9.788810108401531,121.75673117883099,2,2,3.8987528878028623,9.322334212736926,Safe
11.023397434654362,-119.03816274971265,2,2,4.582157204977682,6.9815425595231595,Safe
9.215696108128796,-161.96170070802617,2,2,2.2534796564705606,19.039097340509393,Safe
2.0611189505670326,183.55209836363213,2,1,3.781046013399062,16.739361569443204,Safe
11.926722584746289,178.41082512693214,1,1,3.7702276860749278,6.425737963466018,Safe
9.24248550036182,-131.48347836288448,2,1,3.717291542101549,11.98977729471841,Safe
7.839476632696842,105.56935600263517,2,2,3.4764596467262874,13.993901622839184,Safe
13.968543535351527,-152.1065645995509,1,2,2.263127035732305,14.867949275607918,Safe
6.279124511855692,109.72856645673733,2,1,3.0009132749847147,18.475498210423037,Safe
11.437982206059784,-91.78602363592971,1,2,2.943319940612789,7.364174729374994,Safe
2.2167505881328746,174.45098535029763,1,2,3.1499594683322294,15.945285630160669,Safe
8.294895978793498,174.45599473538488,2,1,3.4381086923736213,10.645392102212394,Safe
14.79947317386483,87.10409440145736,2,2,2.355435731651124,17.75800518786174,Safe
9.556108259868113,-151.23132866595498,2,1,4.058289095316346,5.184540288329043,Safe
6.8147694276261985,130.15980447852849,1,1,3.3756442453956534,11.634711906018397,Safe
4.528910871637374,167.37675820622167,2,2,2.3317652329883316,19.955519867563595,Safe
13.188000364616178,-86.43662485438442,2,2,2.3192585956141487,19.986570957113578,Safe
9.985271041598054,60.05000622351878,1,2,4.6911001966898755,5.434992548067042,Safe
3.6124208706172056,-142.791249933346,2,2,2.5946126816386936,18.65957340696328,Safe
9.844035589912352,-185.5349158021215,1,1,2.1549737510431966,14.088877664715916,Safe
12.022227162891229,-104.57887174904461,2,1,2.171695820459781,17.014457804625145,Safe
13.916931452584206,108.84335964175222,2,2,4.513940655966149,5.602269493205997,Safe
3.026731660785831,-150.03052827774277,2,2,4.235564384986533,14.450177668645981,Safe
12.766966496429026,-137.91480302356365,2,2,2.579124472606712,9.061381269767004,Safe
10.648570459219558,192.08191395947273,2,2,2.1635009449738867,14.244634548912993,Safe
0.6352582737025064,153.65828454672686,2,1,2.5193835392675097,6.375815087362971,Safe
2.7529984332047848,192.01087182167697,1,2,4.352242845024223,14.546125131616654,Safe
8.58619724937956,-141.94789813398012,2,1,2.904027897544154,13.670258237113133,Safe
10.496639168835992,59.69326209812357,2,1,2.445316969760174,12.62529107670413,Safe
6.060515861111489,-10.332508206952753,1,1,2.402283829618296,9.17113318671886,Safe
4.570569056412469,-28.838714527460013,2,2,3.903887352254789,11.177163448783553,Safe
6.131746641430457,-112.94858932121521,2,2,2.9511227339517134,5.540897514160456,Safe
6.276000662352906,-10.34692996393187,1,1,3.717373799366347,13.486578506478814,Safe
10.53003271665557,59.17939288048399,2,2,2.9486424554721293,16.811483329789308,Safe
8.23716575399519,-27.432721928043946,2,2,3.0819720033507627,12.691088669101374,Safe
11.050585327233303,154.5611546894831,2,1,3.5108987755492977,12.804126721108537,Safe
11.998056161457548,-74.2197233023195,2,2,3.48242493955227,6.737850865029026,Safe
1.0808872060941555,136.79728441578527,1,2,2.841834308400968,10.011950607523186,Safe
2.594916677873907,-74.44265207920431,2,1,2.0440485306802123,17.407601367810294,Safe
12.848220353618373,-51.09537072338074,1,2,3.8025212238352424,6.795088337973415,Safe
5.473790416173788,183.37167236038897,2,1,4.316314674063757,9.664422648811493,Safe
10.314975737491388,82.16254619360507,1,2,3.922665903758478,5.160914674635143,Safe
3.1358648790336217,10.035321186904469,1,1,2.4977206036296007,17.544564358253567,Safe
14.836995040254083,22.387771211379345,2,1,4.970964992978818,7.1239383285316205,Safe
6.723684198815266,-42.97091366323204,1,1,4.265990518384234,11.506685409838894,Safe
7.039904012856019,-139.73081047470393,1,1,4.721310866468645,5.669736334614183,Safe
3.4927842741555937,-83.17626787418865,1,1,3.759335519044388,12.399349637759999,Safe
1.2617300183532305,-102.53301837771458,2,2,3.912766101435377,14.737235752014115,Safe
10.053048830270324,105.16120761581163,1,2,3.0998251547978373,13.09291152892518,Safe
5.07684724945989,137.7915493148746,1,1,4.3058827683781375,17.780232753217536,Safe
7.5718722435524715,163.82089754853996,2,1,4.550822896501165,10.108861933872864,Safe
7.4822543779722785,12.564416401831068,1,2,3.195657520104622,18.76006508827514,Safe
9.462483605471135,-128.997367025213,1,1,2.5748090289880996,5.372346976978588,Safe
13.911906877560401,-20.71706869725142,1,1,3.7954315746732097,5.109716844395234,Safe
4.170331599012208,81.21338627955703,2,2,4.945417842627606,14.30536564487066,Safe
7.162588104415992,104.57302527360304,2,2,4.1620878401550545,19.448168353240696,Safe
11.730077561072658,146.7205753047706,1,1,4.197240508981363,11.60133049291053,Safe
8.296557036169128,61.64096379294273,2,1,4.953734244294874,9.323423682318579,Safe
11.006302461568742,99.99341517410744,1,2,2.3716093245926633,5.614204404285797,Safe
11.660146912937678,-4.120103273237646,2,2,3.394920368580959,19.668754686107604,Safe
6.173640032910898,117.47286022398902,1,2,3.6663851304132917,17.03089680478586,Safe
13.87052500829833,129.03323624697265,1,1,3.1181070239202024,5.730477084707769,Safe
1.63923436671837,70.12225146699365,2,2,4.3211620482548785,17.98184822083494,Safe
11.091472027147647,120.34863684265281,1,1,2.7036054513238956,14.328466600628687,Safe
12.871879569372348,-198.19995002413634,2,2,4.031862198093192,5.444109336929198,Safe
6.020333363300819,158.2539525534787,2,2,2.712975090081792,17.79171694447869,Safe
5.220471351142715,141.33786845762376,1,2,3.770960752649447,10.95410101621751,Safe
4.122375761326006,154.62302486874768,1,2,2.254434773707289,10.128904078184906,Safe
10.764587214623514,122.9726423905127,2,2,2.8890861710334947,11.119129266969232,Safe
2.0523191704443944,29.948771849213415,2,1,4.102643030361976,13.928192606200577,Safe
5.88553639382691,166.1195041142219,1,1,2.4031007399391844,10.480676947987002,Safe
1.0075000327165036,-119.20838492448738,1,2,3.35983974950049,14.518103974276958,Safe
5.149386935683617,-31.847291397889165,2,2,4.255889364724746,13.112849554174268,Safe
4.268113126677378,158.79871950919807,1,1,2.9760281915500313,18.63597221634423,Safe
7.943130829276085,96.9271797671907,2,1,3.9603176270284854,9.490749372722384,Safe
3.6205809243999436,-71.0030611325339,1,1,4.622943095872422,9.248703998751711,Safe
8.42234091621577,116.78977005654963,2,2,3.315158775752579,12.143859628800886,Safe
14.920526234025372,69.8389907916096,2,1,4.7076619076576955,16.81384754344009,Safe
2.7776901743035136,24.868293495028894,1,1,3.958766379691995,19.330241422817167,Safe
7.690980964501669,-26.811002852893125,1,1,4.879323566987662,6.545040261952382,Safe
0.616186399572704,-101.57335539802462,1,2,3.3653535272352872,12.741317018856686,Safe
4.688549235428759,-179.61580697004558,1,2,3.1535131339697844,5.907926762398042,Safe
10.472845884148702,-117.19178339007522,1,2,3.1823773315342923,11.249144496037218,Safe
0.024910615122007984,-155.171851600521,2,1,2.0036991875357244,12.622510337193127,Safe
7.342530097608122,-66.76233559574487,1,1,4.341743412579753,17.618055593224348,Safe
3.9052281512287506,-71.00382361290806,1,2,3.4395902016531954,15.248875364882194,Safe
3.4237931319513084,-67.70570317805334,2,1,2.1457078695408742,11.911544078593494,Safe
10.673370623951667,-139.81839537701038,1,2,2.4146161149155922,18.782347902960243,Safe
0.1388967273168512,-124.67121007545927,1,2,2.3318884026866096,14.302239299424444,Safe
3.6245836310862867,27.68482017227072,2,1,4.548305999269337,5.071120893678109,Safe
12.8005418901355,47.64763457078959,1,1,4.318812164405852,17.832373126858784,Safe
3.8139522563123593,167.51747236107235,1,2,3.8102733629999643,19.769743004264654,Safe
5.42304117958799,125.26373832804512,1,1,4.397640566724473,14.011008782939637,Safe
3.2453354283810216,-34.38956248430546,1,2,2.2343251792410914,5.447521551495463,Safe
5.1971798311077135,-192.38634087300537,1,2,4.175549962552607,15.621368535253819,Safe
11.07870579686074,-73.1387315480085,2,1,3.7814916440853428,6.890395126199397,Safe
2.155779921833012,77.23817077188062,1,1,3.52187810474613,19.876617138930662,Safe
0.06011407100009247,-193.36807924097724,2,2,3.7539165024024967,6.903649632777697,Safe
13.459532996311404,152.15212005107685,2,1,3.8653760895822695,9.097807872513144,Safe
0.7577954455800773,37.82704355634573,1,1,3.9908631399810557,17.54367765263902,Safe
0.27240815871546087,38.285509874290966,1,1,4.621665493711404,8.804967598427428,Safe
9.161551998531275,21.41633603584458,1,2,4.0328622907993825,15.886544520731508,Safe
8.504066929790802,103.36889487390164,2,2,3.2578171637024154,12.718745778282964,Safe
0.18704816911819855,118.41142252415136,2,1,3.2238842910816956,6.411079446340937,Safe
13.344846325130959,-41.997103983777436,2,1,2.4481224691044523,19.423244443115486,Safe
2.676626427327464,-120.18320284020385,2,2,4.737748232425794,8.182211112849522,Safe
7.047013322622418,93.39796182513192,2,2,3.1371580851119156,12.755292302741438,Safe
11.125746157796023,92.45439066111817,2,2,3.709801455924579,6.569226452071629,Safe
13.5595993631706,146.2290157284113,2,2,2.2995874314821885,8.065960506221437,Safe
11.15400547661478,-190.7439621672214,2,1,3.1314340410670423,15.789688005362354,Safe
13.31356632732065,-42.148044739967105,1,2,3.82622338669474,13.714840606220761,Safe
6.1370996643719575,40.709902347083386,2,2,3.402920769879789,7.95113271125947,Safe
5.658089743245059,-42.35720696275257,1,2,2.4886145016636645,15.26843110090516,Safe
5.09216631313354,181.95935674232305,1,2,2.296773515314467,16.30256844500387,Safe
13.21554077876805,-88.75465725140485,1,1,2.5572984046132614,12.830184520497685,Safe
7.026249618701565,-96.22406405818631,1,1,3.4444740209788423,19.389985214534125,Safe
9.787788011289948,-1.7973773485526294,1,2,2.7573088716487617,9.421609243618141,Safe
11.472053289108516,150.6843189058477,2,2,4.953705824752262,19.735500246567987,Safe
14.294986991519721,-171.27114379884625,1,1,2.9133995794280985,13.293473810966923,Safe
1.4546683305821895,138.318783120857,2,2,3.627093206906615,7.479669850509367,Safe
3.79883211600296,-135.87519000709676,2,1,3.7526835801836547,16.0269414127945,Safe
4.440492943650386,-51.49894516468913,1,2,4.2800449152321045,16.585294815118523,Safe
3.1022029127104753,176.61554269523958,1,1,4.688366247270891,6.505934684747139,Safe
3.9680971672696663,138.59141442718277,1,2,3.2407037939299093,11.747889499161893,Safe
3.6788845953481446,84.09808053439463,2,1,4.623725419566716,10.089832186048415,Safe
7.962755914317217,-100.6374384537394,1,1,2.4837621885557724,19.10028516211272,Safe
13.319832429083698,110.94348533107689,2,1,3.4718237465356157,12.94618499273747,Safe
8.04852020365634,-26.174766120923863,1,1,2.376991558605608,19.28374573768525,Safe
7.230461393795259,181.28220996207557,1,1,3.6632496561198007,8.115758800273088,Safe
3.7977690918990232,-187.97816849552848,1,1,4.750545222887587,9.822994872234975,Safe
9.121938178718874,-13.99434720429079,1,2,3.5956582740382044,7.808584169230123,Safe
14.829058477793648,127.32314748154516,2,2,3.4062778910418574,7.29315683189504,Safe
13.809987874103518,-63.44517304730894,1,2,3.0272110304318858,16.916855457438267,Safe
9.340631174823123,100.33543389794386,2,2,2.6358638332416278,18.856749741397703,Safe
6.569844043805589,55.60545970566585,1,2,4.980105495233534,9.213445789462327,Safe
2.7928397943069854,-41.73795846348605,1,4,1.1854701957090907,12.682427979301181,Moderate_Risk
17.681732620660497,421.85245015499504,2,4,3.767810577727555,9.275878660082661,Moderate_Risk
29.697808550817545,99.69535671599044,3,1,4.775274925809967,6.920001490823621,Moderate_Risk
7.975597556217266,178.09406087982825,5,5,0.681141829729657,9.047690499611342,Moderate_Risk
40.16194603592968,249.61861892286754,5,2,2.8913621521875967,13.233914804142909,Moderate_Risk
13.611612651206766,447.5355996659923,2,4,3.8232982070898287,8.12249006196973,Moderate_Risk
25.28185185283497,219.7825350215462,3,3,4.581888471092788,8.444089659763423,Moderate_Risk
29.118230916449633,-157.63756669994586,3,4,2.4802254870509857,2.6035596644144765,Moderate_Risk
4.127565557655301,167.48992314675797,4,1,3.4830937139454288,0.4933522623195643,Moderate_Risk
14.694607920230096,-302.1901527408031,4,1,4.372836806282585,5.008939506800331,Moderate_Risk
30.053212148159385,-370.63719654172553,2,5,1.1239452330503878,5.74206325532466,Moderate_Risk
30.363144630717507,410.3269101852525,2,4,2.9393556572782362,14.057682914744301,Moderate_Risk
42.881511081850455,110.06048288717386,2,4,3.314651706112713,6.477774117392521,Moderate_Risk
43.92577758112685,-100.32386483636316,4,3,0.6045241205604132,8.061222778081632,Moderate_Risk
39.379842599513026,110.22744443324586,3,2,4.7117187474607665,17.09428908532986,Moderate_Risk
14.499705322032222,44.548402041339614,3,4,3.3449112505168808,6.748814212479235,Moderate_Risk
10.98922503446497,412.67183525553605,5,5,4.294952985928905,19.56626817221477,Moderate_Risk
33.524618660085984,264.66722856199965,4,2,2.6627343392403793,9.183398670834006,Moderate_Risk
10.810182426705142,144.81919435929046,2,4,1.660137843660595,11.760631344511488,Moderate_Risk
18.449207470126943,-281.14339120536783,5,4,4.372564636824691,3.437220441587841,Moderate_Risk
0.3378164759999941,-163.87003147062626,4,3,4.27628239805446,2.8527484953093794,Moderate_Risk
34.84511555323731,-384.29583269057053,2,1,4.993742817553621,3.932557382295105,Moderate_Risk
6.928361215993189,-77.19966745320647,4,3,4.69805352085964,19.618340796107383,Moderate_Risk
3.1338286466127583,-362.00248265209467,4,3,1.717844685218872,17.708496284176576,Moderate_Risk
29.855396575308905,-388.15519761932285,5,4,1.2936037100363413,8.52755835412511,Moderate_Risk
24.84832178516985,0.7661490802782964,4,2,3.4370903069116485,19.841635910008293,Moderate_Risk
44.973985915088456,16.459402635640913,1,1,3.7752948453592325,19.535615156510126,Moderate_Risk
14.324687443305915,-38.7911141624262,3,1,0.7313861955061821,13.47806218134655,Moderate_Risk
15.90019627808105,287.4638746315022,5,4,4.195538539690304,8.391653360993613,Moderate_Risk
14.469555700840479,248.8207796670548,5,4,2.7106585087611474,17.87131728877243,Moderate_Risk
6.475891323535122,379.0687796589601,1,5,1.1908648492457625,10.72341626415181,Moderate_Risk
3.038331608433676,-447.19289859988965,1,2,2.4634249686241843,15.515015237715371,Moderate_Risk
1.5677257625962049,152.25760646585536,5,4,1.25600381860042,3.0225883229459445,Moderate_Risk
38.73604381292412,323.12460995009474,3,3,4.186399456822912,1.9458459407474458,Moderate_Risk
17.75166830724395,237.7975561063729,2,3,3.8854801149509877,10.133154227377196,Moderate_Risk
33.76196945767049,-35.32036214267043,2,2,1.4863514741538455,4.246748894556799,Moderate_Risk
33.81708647571282,-381.08965196603947,1,4,1.2933111425995858,3.589395577933045,Moderate_Risk
37.039843026310486,-101.4933765257876,5,4,1.1174506600577558,13.1054425313035,Moderate_Risk
20.192827824056277,-107.08182330292601,5,1,4.890180406227798,17.469893279606158,Moderate_Risk
8.653530556580987,-279.20207879106596,4,3,1.8008761173718626,14.721030102533538,Moderate_Risk
25.488929286434008,50.90876849040296,5,2,3.69739747284205,0.6288975234461047,Moderate_Risk
2.2256611715707058,101.55845245601574,3,2,1.6708309490434612,8.431256137564551,Moderate_Risk
34.10596434297872,326.61148465792996,3,2,2.2341626638569636,5.4868655537526285,Moderate_Risk
23.486331184616407,-185.25038143561903,3,3,3.5449357212933696,1.4149762972959572,Moderate_Risk
0.04803592602362572,-287.72286115925704,5,3,3.408308434528516,3.522011003546755,Moderate_Risk
40.06187828206284,-30.044059712659987,3,5,4.709938747291948,1.2837851744484663,Moderate_Risk
9.683022358292334,85.77132515472238,1,3,3.55787154144031,4.360436557800731,Moderate_Risk
4.462063676946645,-293.01484035916025,3,1,1.2926223462788595,2.780371295974611,Moderate_Risk
38.71268487985234,-179.60279640269215,2,2,0.7487168427555244,7.211655507690876,Moderate_Risk
11.916322979471085,110.48506734178852,2,3,4.497644538782783,18.600365756299148,Moderate_Risk
4.492397572955559,-392.59704371142277,1,1,3.288061653396404,2.527182387771495,Moderate_Risk
38.35720430686198,254.27151493789245,5,1,2.867272370987094,19.933876509231155,Moderate_Risk
1.9878796324872572,-98.73503581388667,2,1,4.768904744206885,11.579533074102097,Moderate_Risk
36.27859344501264,-329.6588063414812,5,5,2.7438779609434185,9.92407431778585,Moderate_Risk
43.6898127845582,-119.26763878285493,2,5,3.131387162622215,2.64824694990096,Moderate_Risk
14.44885318853347,-306.79167755486947,1,5,4.397650728489591,11.827690205936772,Moderate_Risk
16.140275618756004,-91.33062263328719,3,3,3.3491713196511923,18.542710890630968,Moderate_Risk
41.975082884564216,-108.5080204693366,2,4,2.5297092508336476,11.401891185527,Moderate_Risk
20.781806015238672,158.75340981670092,3,2,1.9432199601233424,6.980043034676388,Moderate_Risk
17.036675440187892,-405.3602317506113,1,2,3.7540121096542376,7.8430245592893915,Moderate_Risk
9.654253765206464,62.67241057485728,4,4,1.6584006305541714,16.553118650282514,Moderate_Risk
41.737718683127234,97.39452907384077,4,1,0.7365919564537492,18.91584583133594,Moderate_Risk
17.66181304192247,423.9004005454299,3,5,0.5207845947949743,0.8669857865363707,Moderate_Risk
30.61884625514649,62.66801383193308,1,1,3.845569825500734,17.057692207676716,Moderate_Risk
22.338786709768872,-34.24255964274505,1,3,4.039923706221197,6.681249728247497,Moderate_Risk
39.54436289021428,-126.93941244194696,3,5,1.7165380468969738,3.2957074204398817,Moderate_Risk
34.87085565215976,-3.4095211537184014,3,2,4.844371790667809,19.275240253220858,Moderate_Risk
38.50389547660816,-312.3907072349664,3,5,4.4516634109499185,7.5518323353338594,Moderate_Risk
4.549777467101324,310.96290223992185,3,3,3.0397670616163035,19.644671496725103,Moderate_Risk
27.324514372233246,-75.0206143338986,2,5,2.379286816943205,2.4561417552555085,Moderate_Risk
35.76377512879073,337.7168581870411,2,1,1.8670847828447483,17.499251701062782,Moderate_Risk
1.0786659987579954,20.457443767227687,3,3,3.605570463103069,3.351494832974144,Moderate_Risk
30.07488333578192,-123.26599212512355,4,4,0.6804275444274916,9.288371223971735,Moderate_Risk
23.501290229206745,-285.6735971450134,1,3,1.3481343635553562,6.948407453460625,Moderate_Risk
4.356456718723715,447.3197957296045,3,1,4.14036321128037,19.49090074986605,Moderate_Risk
3.6330876001232597,151.66946793499403,5,5,3.3540549528502774,8.637619815012512,Moderate_Risk
19.39843609370722,-464.1011139926411,3,2,4.970943485540813,19.178279766841488,Moderate_Risk
1.8179652978973433,205.79700362948813,2,3,4.563451190327616,0.9977834396146428,Moderate_Risk
42.11433459049863,337.4757437877769,1,5,0.7692095179278464,16.710682520106026,Moderate_Risk
7.009095193856072,34.89815297587052,5,1,3.053516510971955,8.004942699309199,Moderate_Risk
20.02572246842965,-436.882829296129,5,1,1.8979438328648726,3.8683334842897907,Moderate_Risk
12.872128582817787,464.3731948914789,1,1,4.402863682255316,14.186093498588809,Moderate_Risk
37.350863062156265,475.89754036789634,5,4,4.745220580750338,2.626011610139303,Moderate_Risk
35.81048543251365,45.67569408104782,3,2,4.545147093442312,19.438895991069554,Moderate_Risk
31.71772453694314,-17.06161052821608,3,3,2.238536557504318,7.295820688495986,Moderate_Risk
17.617807875799414,-410.2467647488047,1,4,4.009414297425403,8.976850569112498,Moderate_Risk
41.88080198450792,112.22100859395243,1,1,1.2088550359286576,4.19581388095885,Moderate_Risk
43.908121097534725,-281.2957738483651,3,2,4.712796192380883,19.54613532529571,Moderate_Risk
10.636219592259506,-450.88235624995986,1,2,0.7849781541615114,3.9829723977374942,Moderate_Risk
25.585637161668092,412.44879629564184,3,2,3.316953005145863,4.117158307029867,Moderate_Risk
36.026262930323256,117.78890850558321,5,4,4.769793981526028,7.023225437556186,Moderate_Risk
4.076057634094771,-274.07104208321755,3,3,4.75562143321013,7.628365465230963,Moderate_Risk
34.68479461494165,40.47669217075497,1,3,1.9433035352905321,13.09851851195409,Moderate_Risk
30.278402760820207,-65.24025319095381,2,5,3.7485805078070435,3.4605735280930237,Moderate_Risk
42.150136133930694,-312.0964209635233,1,5,2.7394146606442047,10.43903700238291,Moderate_Risk
22.868681165021016,-63.33251066116054,5,2,2.6882627570176183,9.611136956722635,Moderate_Risk
18.97947282215526,-433.17424529853713,3,4,1.5258549750043209,12.788418706558092,Moderate_Risk
2.287505787681472,481.3871012530017,3,1,4.535399172158143,9.563667347335402,Moderate_Risk
2.714886835839978,322.21354609380694,4,4,4.017906714082754,8.620580283826579,Moderate_Risk
28.70715349109902,356.22900379660746,4,4,2.064531356761565,13.284338927887376,Moderate_Risk
30.23343848763303,460.586962506625,2,4,2.41286795381359,16.261246927622476,Moderate_Risk
22.759304163423355,236.57309311573306,3,3,1.469728138157152,14.929556471342114,Moderate_Risk
5.901982613311947,-301.41633646869195,4,2,3.862714100864314,17.904288948669517,Moderate_Risk
12.266392383715127,-389.2757413994457,5,1,1.194903896099641,4.033572946867326,Moderate_Risk
13.109825410130957,29.391354026287445,5,1,3.922457102284401,14.192335321468438,Moderate_Risk
7.8831255535201645,-142.31736847402578,3,4,1.1634167906851363,5.541251072320782,Moderate_Risk
13.87499417787799,-372.72380167096077,3,4,3.672626884358868,1.491639466389538,Moderate_Risk
21.65053957934174,282.211195267795,4,3,4.167828932984394,9.019988600095079,Moderate_Risk
36.92506871879373,-259.2469287857305,2,2,1.293600093880106,9.402942334628579,Moderate_Risk
17.642701008694946,-259.0728835856878,4,5,1.9123104745024095,5.52880616990213,Moderate_Risk
5.890064888272278,-61.17829819805132,2,4,2.1617277860343584,4.796345526148997,Moderate_Risk
34.34199704189552,430.00334735471733,3,2,3.393492905033747,17.35672830447345,Moderate_Risk
44.94733368001464,113.51648472983209,5,3,4.588737109500389,15.849884607371683,Moderate_Risk
20.74191259828996,-418.84599957610067,1,4,2.6474028497731608,9.936859217338892,Moderate_Risk
18.33130745383375,68.16735129136453,3,4,4.264758684647118,2.262276354919022,Moderate_Risk
10.132994974749545,293.0049789596304,5,1,4.976708961293905,17.470949126102976,Moderate_Risk
40.045455318254895,-185.65205737009518,3,1,1.7063829716924797,12.16535802403504,Moderate_Risk
42.24624093931673,-155.35911348838226,3,5,1.833348337040683,3.479019478076879,Moderate_Risk
8.783348841839505,-442.0546554618701,5,4,2.3129582382843332,16.699005750841952,Moderate_Risk
30.6598262710361,-308.0788385889146,1,4,4.153946906797452,5.367763041328793,Moderate_Risk
41.09783326658891,-359.9445953105094,4,2,4.165132442139202,4.7816021294713345,Moderate_Risk
12.429331355545472,464.51888613920164,2,3,2.434806724550215,8.707060305523084,Moderate_Risk
